id,content
117,"아이가 텔레비전 앞에 있는 시간과 공격성은 정비례한다는 연구 결과가 있습니다. 워싱
턴 대학 연구팀이 만 4세 아동 1,200명을 대상으로 조사한 결과, 하루에 3시간 30분 이
상 텔레비전을 시청하는 아동은 초등학교 1~5학년 사이에 남을 괴롭히는 아이가 될 확
률이 25퍼센트가 더 높았습니다. 또한 시청 시간이 1시간씩 늘수록 남을 괴롭힐 확률이
6퍼센트씩 증가하는 것으로 조사되었습니다. 가능한 한 주중에는 텔레비전을 보지 않게
하고, 주말에도 하루에 2시간 이상 시청하지 않도록 합니다. 텔레비전 보는 시간에 독서
나 운동 등 다른 활동을 할 수 있게 지도합니다.
278 내 아이를 위한 감정코칭
PART'S 성장 시기에 따라 아이를 대하는 방법도 달라야 한다 279
⑥ '무엇이 가장~' 놀이
아이는 이 무렵 더 길다. 가장 길다. 더 크다. 가장 크다 등을 비교할 수 있습니
다. 그림이나 사물을 놓고 가장 ~한 것 찾기' 놀이를 하면 좋아합니다.
⑦ 운동감각 놀이"
118,"⑦ 운동감각 놀이
한발로 뛸 수 있고, 공을 머리 위로 던질 수 있으며, 공을 주고받는 것도 가능
합니다. 평형감각과 운동감각을 자극하는 한 발 뛰기나 트램펄린 등을 좋아합
니다.
⑧ 자랑놀이
""내가 잘하는 것은~"" 하면서 순서를 바꿔가며 말합니다. 아이는 자기 자랑을
하면서 자존감을 키워갑니다. 이때 비웃거나 핀잔을 주기보다 ""그것을 잘할
수 있어서 자랑스럽구나"", ""정말 잘하네"" 하면서 공감하고 수용해주는 것이
필요합니다.
⑨ 음식 만들기 놀이
아이가 직접 달걀을 깨어서 저어보거나, 밀가루를 반죽하여 쿠키를 만들거나,
떡 반죽을 하여 송편을 만들어봅니다. 음식에 대한 관심과 흥미를 가질 수 있
습니다.
감정코칭 놀이 POINT
만 60개월 무렵
아이와의 놀이법
또래 아이들과
어울리며 놀도록 격려하기
제 아이는 사회적으로 유치원에 '진출' 하는 시기입니다. 다행히 아이의 사회
친구들과 노는 것을 아주 즐거워합니다. 이때는 규칙도 배울 수 있을 뿐 아니라 또"
119,"친구들과 노는 것을 아주 즐거워합니다. 이때는 규칙도 배울 수 있을 뿐 아니라 또
래와 놀면서 규칙을 만들기도 합니다.
① 규칙 만들기 놀이
또래와 놀다가 ""너는 이거 해. 나는 이거 할게"", ""우리 이렇게 하자"", ""술래잡
기할 때는 열까지 세는 동안 보면 안 돼"" 하면서 규칙을 충분히 이해하고 지키
며, 필요에 따라 규칙을 바꾸거나 만들기도 합니다.
② 게으름 피우기 놀이
전문가들은 이 무렵 아이들에게 심심해할 시간을 주는 것이 창의력과 상상력
을 키우는 데 절대적으로 필요하다고 합니다. 학원, 피아노, 태권도, 수영 등
꽉 찬 일정 속에서 숨 쉴 틈 없이 하루하루를 보내게 하는 것은 창의력의 싹을
짓밟는 것과 같습니다.
③ 긴장 이완 놀이
아이들과 함께 요가나 스트레칭, 눈 감고 상상하기 등의 시간을 함께하면 아
주 좋아합니다. 특히 정해진 시간에 잠깐씩 하는 것이 더 좋습니다.
④ 친척 방문하기
대개 이 시기의 아이들은 조부모님이나 친척, 사촌을 방문하는 것을 아주 흥"
120,"대개 이 시기의 아이들은 조부모님이나 친척, 사촌을 방문하는 것을 아주 흥
280
내 아이를 위한 감정코칭
PARTS 성장 시기에 따라 아이를 대하는 방법도 달라야 한다
281
미로워합니다. 방문이 어려우면 전화 걸기나 메일 보내기 등도 유대감 형성과
친인척 관계 유지에 좋습니다.
⑤ 냉장고 문에 가족사진 붙이기
아이들은 자신이 누구인지, 어떻게 생겼는지, 가족에게 중요한 존재인지 등을
확인받고 싶어 합니다. 가족이 매일 여닫는 냉장고 문에 가족사진이나 개인
사진, 특별한 장면이 담긴 사진을 붙여놓으면 아주 좋아합니다.
⑥ 책 읽기
아이는 혼자서도 간단한 책을 읽을 수 있지만 여전히 어른이 읽어주는 걸 더
좋아합니다. 긴 문장은 엄마가 읽고 짧은 문장은 아이가 읽거나, 엄마와 아빠
그리고 아이가 함께 책을 읽는 것도 좋습니다.
EMOTION COACHING
초등학생, 아이에게
모멸감과 수치심은 금물!
.
[놀이할 때 기억하세요 |"
121,"초등학생, 아이에게
모멸감과 수치심은 금물!
.
[놀이할 때 기억하세요 |
아이는 이제 규칙을 설명하면 잘 이해하고, 무조건 싫다고 떼쓰는 일이 많이 줄어듭니
다. 이때 아이의 감정을 좀 더 묻고 경청하고 존중하면 아이도 다른 사람의 말을 경청하
고 존중할 줄 알게 됩니다.
아이는 유치원에 가면서 더 이상 엄마와 하루 종일 보내지 않고, 친구와 보내는 시간이
훨씬 길어집니다. 부모의 말도 듣지만 친구들의 의견도 중요하게 여깁니다. 관심사도 가
족뿐 아니라 할머니, 할아버지, 이모, 삼촌, 사촌 등 일가친척에게로 확장됩니다. 또한 자
신이 언제 태어났는지 어디서 나왔는지 등을 궁금하게 여깁니다.
옳고 그름을 구분할 줄 압니다. 따라서 엄마가 동생만 편애한다고 생각하면 ""불공평해""
라고 말합니다. 상황의 옳고 그름을 떠나 우선 아이가 본 관점에서의 감정은 그대로 수
용해주는 것이 중요합니다. 가령 아이가 ""선생님이 나만 야단쳐요 나만 미워해요"" 하고"
122,"용해주는 것이 중요합니다. 가령 아이가 ""선생님이 나만 야단쳐요 나만 미워해요"" 하고
말한다면 ""선생님이 너만 미워하는 것 같았구나. 그럴 때 기분이 어땠어?"" 하고 물으면
서 아이의 감정을 그대로 수용해줍니다.
이 시기가 되면 규칙을 이해하므로 간단하고 이해하기 쉬운 규칙이 있는 놀이를 많이
하여 규칙 준수를 배우게 하는 것이 좋습니다. 아이는 말로 가르쳐주는 규칙보다 행동으
로 보는 규칙을 쉽게 이해하고 기억하며 따릅니다. 특히 어른의 언행일치는 매우 중요합
니다.
학교는 유치원과 또 다릅니다. 유치원에서도 기본적인 사회적 관계를 경험
하지만 학교에서 경험하는 사회적 관계는 훨씬 더 넓고 복잡합니다. 그만큼
새로운 감정을 경험할 기회도 많아집니다. 전두엽이 발달하면서 이성적인
판단을 어느 정도 할 수 있고 감정을 조절하는 능력도 커지지만 아직 어려서
순간적으로 감정이 올라올 경우 조절하지 못하는 경우도 많습니다."
123,"순간적으로 감정이 올라올 경우 조절하지 못하는 경우도 많습니다.
초등학생들은 다른 사람에게 어떻게 보여지는지를 중요하게 생각합니다.
특히 친구들 사이에서 놀림감이 되는 일을 싫어하면서도 한편으로는 친구
들을 놀리는 이중적인 모습을 보이기도 합니다.
초등학생은 학년별로 나타나는 특성이 다르므로 그에 따라 감정코칭도
달리 해야 합니다. 초등학교 1~2학년과 5~6학년은 이성적·정서적인 면에
서 큰 차이가 있습니다. 그러므로 시기에 따라 적절한 감정코칭을 해주면 질
282 내 아이를 위한 감정코칭
PARTS 성장 시기에 따라 아이를 대하는 방법도 달라야 한다 283
풍노도의 사춘기 때 일어날 수 있는 문제들을 예방할 수 있습니다.
초등 1~2학년, 칭찬과 격려를 아끼지 않는다
초등학교 1~2학년은 본격적으로 사회성이 발달하기 시작하는 시기입니다.
활동하는 것을 좋아하고 어떤 규칙이 있는 놀이를 좋아합니다. 하지만 경쟁"
124,"활동하는 것을 좋아하고 어떤 규칙이 있는 놀이를 좋아합니다. 하지만 경쟁
심이 많아 게임을 할 때 속임수를 써서라도 이기고 싶어 하고, 자기주장이
강해 함께 놀면서도 서로 협동하는 모습은 약합니다. 또한 다른 사람의 감정
에 관심을 보이기는 하지만 자신의 행동이 남에게 어떤 영향을 미치는지를
몰라 친구들 사이에 감정적 충돌이 많이 일어나기도 합니다. 잘 놀다가도 금
방 삐치고 토라지거나 화를 냅니다.
다른 사람에게 인정받고 싶어 하는 마음도 큽니다. 그래서 이 시기에는
특히 누군가로부터 관심을 받고 칭찬을 받는 것을 좋아합니다. 이 시기의 아
이들은 간혹 혼자서도 곧잘 하다가 누가 있으면 응석을 부리며 안 하려고 드
는 퇴행의 행동을 보입니다. 이 또한 관심을 받고 싶기 때문에 나타나는 현
상입니다.
따라서 충분한 관심을 쏟으면서 칭찬과 격려를 한다면, 이 시기 아이들의
마음을 비교적 쉽게 열 수 있습니다. 말하는 것도 좋아해 감정을 읽어주면
대화를 풀어가기도 어렵지 않습니다."
125,"대화를 풀어가기도 어렵지 않습니다.
다음은 초등학교 1학년 아이의 감정코칭 사례입니다. 경쟁심이 강해졌을
때의 상황을 견디지 못해 감정을 표출한 경우입니다. 감정을 솔직하게 표현
하고, 스스로 해결책을 내는 과정이 대견스럽습니다.
엄마 : 명빈아, 무슨 일 있었어?
명빈: 원래는 내가 1등 하는 건데…
엄마: 응?
명빈: 갑자기 은승이가 뒤에서 밀어서 넘어졌어.
엄마: 아, 그랬구나. 어디서 넘어졌어? 많이 아팠겠네.
명빈: 운동장에서・・・ 많이 아픈 건 아니고.
엄마: 많이 안 아파? 넘어졌으면 다쳤겠는데?
명빈 : 사실, 살짝 넘어져서 아프지는 않은데 1등을 못해서…
엄마: 아, 살짝 넘어져서 아픈 것보다 1등을 못해서 그런 거구나?
명빈 : 네.
엄마: 그럼, 지금 기분이 어떤 것 같아?
명빈: 그냥 기분 나쁘고 화나고 그래요.
엄마: 아, 기분이 나쁘고 화도 나고 그렇구나.
명빈 : 네
엄마: 그런데 무엇 때문에 은승이가 명빈이를 뒤에서 밀었을까?
명빈: 1등 하려고."
126,"엄마: 그런데 무엇 때문에 은승이가 명빈이를 뒤에서 밀었을까?
명빈: 1등 하려고.
엄마: 아, 은승이가 1등하려고 그랬던 것 같아?
명빈: 사실은 저도 처음에 밀긴 밀었는데, 아주 살짝...
엄마: 아, 명빈이도 처음에 은승이를 아주 살짝 밀었구나..
명빈 : 네
엄마: 명빈아, 명빈이는 달리기를 할 때마다 1등을 했잖아.
명빈: 헤헤... 네.
284 내 아이를 위한 감정코칭
PART 5 성장 시기에 따라 아이를 대하는 방법도 달라야 한다
285
감정코칭 놀이 POINT
엄마: 그런데 오늘 은승이가 밀어서 넘어지는 바람에 1등을 못해서 기분 나쁘
고 화도 났다고 했지?
명빈: 네.
엄마: 그렇게 기분 나쁜 것을 억울함이라고 한단다. 1등을 할 수 있는데 다른
친구 때문에 넘어져서 못했을 때의 억울함. 억울하면 눈물을 흘리기도
한단다. 그럼 명빈아, 이 억울한 마음을 풀 수 있는 좋은 방법이 없을
까?
명빈: 헤헤..
엄마: 갑자기 웃는 걸 보니 좋은 방법이 있나 보네?"
127,"까?
명빈: 헤헤..
엄마: 갑자기 웃는 걸 보니 좋은 방법이 있나 보네?
만 6세 무렵
아이와의 놀이법
또래 아이들과
어울리며 놀도록 격려하기
명빈: 헤헤, 제가 먼저 은승이 안 밀고 다시 한 번 달리기 시합 해볼래요.
엄마: 응, 그럼 괜찮아질 것 같아?
명빈 : 네!
엄마: 그래, 그럼 언제 할까?
명빈: 지금 바로요. 제가 은승이한테 얘기할게요.
엄마: 그래, 좋아
286 내 아이를 위한 감정코칭
to
'국 나이로는 7~8세입니다. 이 시기의 아이들은 놀랍게도 새로운 환경에 잘
하고, 개인적으로 선호하는 것을 수집하거나 집착하는 열정을 보이기도 합니다. 아
이의 에너지가 넘쳐서 어른이 감당하기 어려울 정도인 게 정상입니다. 아이의 관심
과 열정을 쏟을 수 있는 활동이나 대상을 찾아주는 것이 중요합니다.
① '내가 좋아하는 것' 놀이
내가 좋아하는 색깔은', '내가 좋아하는 과일은', 내가 좋아하는 동물은',"
128,"내가 좋아하는 색깔은', '내가 좋아하는 과일은', 내가 좋아하는 동물은',
내가 좋아하는 친구는' 등 아이가 좋아하는 세계를 알아보는 놀이입니다. 집
에서 가족과 즐겨 한다면 학교에서 친구들과도 할 수 있습니다.
② 외국어 배우기 놀이
전문가들은 이 무렵의 아이들이 외국어를 배우면 좋다고 합니다. 모국어에 대
한 감각이 어느 정도 생겼고, 새로운 언어에 대한 호기심을 가질 수 있는 여유
가 있기 때문입니다.
③ 공감놀이
이 시기 아이들은 다른 사람의 감정을 공감할 수 있습니다. 특히 독서가 공감력
을 키우는 데 도움이 되며 공감력이 큰 아이들 또한 독서를 좋아한다고 합니다.
④ 가사 돕기 놀이
가사 돕기도 놀이처럼 할 수 있습니다. 엄마가 음식을 만들면 아이가 수저를
PARTS 성장 시기에 따라 아이를 대하는 방법도 달라야 한다
287
놓는다든가, 아빠가 설거지를 할 때 아이는 식탁을 닦는 등 가사 분담을 하면
서 공동체 의식을 키웁니다.
⑤서랍 정리하기"
129,"서 공동체 의식을 키웁니다.
⑤서랍 정리하기
이 시기의 아이들은 숟가락이나 젓가락, 양말과 셔츠 등을 분류하는 것을 좋
아합니다. 또는 개어놓은 양말이나 수건 등을 제자리에 갖다놓게 하는 것도
좋습니다. 함께 분류하며 정리하는 것은 재미도 있고 부모도 덜 힘들 뿐 아니
라 성취감과 자기효능감을 키울 수 있습니다.
⑥ 옷 바꿔 입기 놀이
아이는 엄마 아빠의 옷, 신발 등을 입거나 신고 싶어 합니다. 크게 훼손될 염려
가 없다면 입어보게 하는 것이 좋습니다. 할로윈 의상 등을 마련해 친구들을
초대해서 즉흥 역할극을 하는 것도 좋습니다. 옷 대신 모자나 앞치마 등도 훌
륭한 놀이 소재가 될 수 있습니다.
⑦ 가면놀이
아이들은 역할극을 좋아합니다. 동물 얼굴이나 동화 속 인물 등의 가면을 만
들어 간단한 연극을 해보면 좋습니다. 다양한 성격을 자연스럽게 연출해볼 수
있으며, 아이의 성격에 변화도 가져올 수 있습니다.
⑧ 업어주기"
130,"있으며, 아이의 성격에 변화도 가져올 수 있습니다.
⑧ 업어주기
아이들은 특히 다른 사람을 돌보는 것을 좋아합니다. 서로 순서를 바꿔가며
업어주기를 합니다.
⑨ 학교 놀이
아이들은 선생님 역할, 학생 역할을 바꿔가며 하는 것을 재미있어 합니다. 아
이가 가진 내면의 개념 세계를 알 수도 있습니다. 예를 들어 선생님이 열심히
가르치거나 무섭게 혼내거나 하는 모습을 통해 아이가 갖고 있는 선생님, 공
부, 학교, 친구, 학생, 자신 등에 대한 개념을 알 수 있습니다.
⑩ 구슬꿰기 놀이
아주 작은 구슬은 꿰기 어렵지만 좀 큼직한 구슬은 쉽게 꿸 수 있습니다. 이는
미세근육 발달에 도움이 됩니다.
•
•
[놀이할 때 기억하세요 |
한 연구에 따르면, 이 시기의 아이들 중 92퍼센트는 독서를 재미있어 하고 40퍼센트는
매일 책을 읽는다고 합니다. 텍사스대학과 하버드대학 연구소는 하루에 텔레비전 시청
시간을 2시간 이하로 줄이면 독서량이 늘어난다고 밝혔습니다. 아이가 독서하는 분위기"
131,"시간을 2시간 이하로 줄이면 독서량이 늘어난다고 밝혔습니다. 아이가 독서하는 분위기
를 만들기 위해서는 부모도 책을 즐겨 읽고, 집 거실에 텔레비전이나 컴퓨터 대신 책장
을 놓는 것도 좋습니다.
아이들은 자기 옷 고르는 것을 좋아합니다. 옷을 사러 가거나 다음 날 입을 옷을 고를
때, 엄마가 골라주기보다 자신이 스스로 선택하도록 합니다. 아이의 선택을 가능한 한
지지해주는 것이 좋습니다. 예를 들어 추운 날 얇은 옷을 입겠다고 고집을 부리더라도,
그 옷을 입고 싶은 이유를 물어 타당하다면 하고 싶은 대로 두는 것이 좋습니다. 아이의
취향과 선택이 부모와 다를 수 있으나 연습하는 중이라 여기고, 시행착오를 통해 안목을
키우게 하는 것이 중요합니다.
・이 나이에 미세근육이 미성숙하기 때문에 글씨 쓰는 것을 어려워하는 아이도 많습니다.
글씨 쓰는 것을 놀이처럼 할 수 있는 환경을 만들어주고, 다양한 펜으로 써보도록 하면
서 점차 연필로 바꿀 수 있도록 합니다.
88
288"
132,"서 점차 연필로 바꿀 수 있도록 합니다.
88
288
내 아이를 위한 감성코상
PARTS 성장 시기에 따라 아이를 대하는 방법도 달라야 한다
289
감정코칭 놀이 POINT
만7세 무렵
아이와의 놀이법
사회성, 경제 감각을
키워주는 놀이가 필요하다
|시기는 역설과 모순으로 가득 찬 시기입니다. 인형을 갖고 노는 귀엽고 천진
다. 친구에게 마음을 다 주다가도 배반하는 모순을 보이거나, 동요를 부르다가 성인
가요도 따라 부릅니다. 한마디로 종잡을 수 없는 시기입니다.
하지만 글씨를 좀 더 예쁘게 쓸 수 있고, 시간을 볼 줄 알며, 시간 개념이 생깁니
다. 모르는 것은 인터넷을 검색해 찾을 줄도 압니다. 감정적으로 주변 상황과 자신
에 대해 좀 더 많이 알아차리고 표현력도 늘어납니다. 예를 들어 ""선생님이 숙제를
많이 내줘서 힘들어요"" 하고 표현할 수 있습니다.
① 블루마블 놀이
이 나이 아이들은 돈을 셀 줄 알아서 블루마블 같은 보드 게임을 매우 좋아
합니다.
② 블록놀이"
133,"합니다.
② 블록놀이
아이들은 복잡한 블록이나 완성할 수 있는 만들기 등을 좋아합니다. 도전하고
성취감을 느낄 수 있는 놀이를 일부러 찾기도 합니다. 어른이 찾아주기보다
자신에게 적합한 수준을 스스로 찾게 하는 게 좋습니다.
③ 악기 배우기
전문가들은 이 시기에 피아노나 기타 등 악기를 배우면 효과적이라고 합니다.
리듬, 템포, 멜로디 등에 관심을 보이고 음악 자체를 좋아하면서 음악 속의 내
적 규칙을 어느 정도 이해합니다. 진도가 나가면서 아이들이 기술을 향상시키
는 재미도 붙이기 때문입니다.
④ 그림으로 표현하기
그림을 잘 그리고 못 그리고를 가리기보다 자신의 생각과 느낌을 여러 가지
방법으로 자유롭게 표현하는 것이 중요합니다.
⑤ 단체 운동놀이
야구나 축구 등 또래와 함께하는 단체 스포츠에 관심을 갖고 즐기는 시기입니
다. 아이가 흥미를 보이는 운동부터 시작하는 것이 좋습니다. 그룹 스포츠는
협동심과 또래 관계, 책임감 등에 긍정적인 효과를 줍니다.
⑥ 돈을 셈하는 놀이"
134,"협동심과 또래 관계, 책임감 등에 긍정적인 효과를 줍니다.
⑥ 돈을 셈하는 놀이
보드 게임 중에서도 월급을 타거나 저축하거나 재료를 사는 등 경제 활동을 하
는 게임을 좋아합니다. 아이들은 한두 시간도 지루한 줄 모르고 재미있게 몰두
합니다. 이때쯤 돼지 저금통이나 통장을 마련해주면 경제 관념이 생깁니다.
⑦ 용돈벌기
친구 생일에 선물을 사기 위해 자기 용돈을 저축하거나 쿠키 등을 만들어 기
금 만들기 활동에 참여해보게 합니다.
⑧ 봉사활동
부모와 함께 거리의 쓰레기 줍기, 독거노인에게 도시락 배달하기 등을 경험하
는 것은 아이의 인성 발달에 매우 도움이 됩니다. 특히 자신이 남에게 유익한
일을 할 수 있다는 체험은 자긍심, 감사심, 배려심, 자신감 향상에 매우 큰 도
움이 됩니다.
⑨ 티파티 놀이
이 시기에는 아이들에게 예의범절을 가르쳐주기 좋습니다. 여자아이들은 티파
티를 하면서 초대하고 초대받는 예의를 배웁니다. 한편 남자아이들도 일주일"
135,"티를 하면서 초대하고 초대받는 예의를 배웁니다. 한편 남자아이들도 일주일
에 1회 혹은 생일, 명절 등에 특별한 식탁 예절 등을 배우게 합니다.
⑩ 개인 운동
자전거, 롤러스케이트, 수영, 댄스 등 이 시기에는 여러 운동을 할 수 있고 좋
290
내 아이를 위한 감정코칭
PARTS 성장시기에 따라 아이를 대하는 방법도 달라야 한다 291
초등 3~4학년, 옳고 그름을 스스로 생각해보도록 돕기
초등학교 3~4학년은 왕성한 활동력을 자랑합니다. 늘 바쁘게 움직이고 부
산하고 호기심이 많습니다. 사람에 대한 관심이 많아 사람마다 다르다는 점
을 알게 되는 것도 이 무렵입니다. 하지만 남들과 다르다는 것으로 고민을
하기도 합니다. 이 시기 아이들은 대체적으로 골격이 아직 발달하지 않았는
데, 간혹 다른 아이보다 신체적 발달이 빠른 아이가 있습니다. 이런 아이들
은 친구보다 성숙한 자신을 매우 부끄러워합니다. 그런 고민을 하면 충분히"
136,"은 친구보다 성숙한 자신을 매우 부끄러워합니다. 그런 고민을 하면 충분히
감정을 읽어주고, 신체 발달에 개인차가 있음을 설명해주어야 합니다.
친구들과의 관계에서도 어느 정도 선 긋기가 시작됩니다. 여럿이 함께 노
는 것을 좋아하면서도 친구를 골라서 사귀며, 친한 친구하고만 놀려는 모습
을 보입니다. 친구들과의 관계를 중요하게 생각하는 시기인 만큼 따돌림을
당하면 아주 깊은 상처를 받습니다. 따돌림이 아니더라도 친구들로부터 놀
림당하는 것을 못견뎌합니다. 선생님이나 부모에게 꾸지람을 듣거나 비난
을 당하는 것도 굉장히 싫어하지요. 그래서 어른들의 규칙을 따르려고 하지
만 그것이 아이들 사이의 규칙과 충돌할 경우 갈등하기도 합니다.
또한 이 시기 아이들은 전두엽이 발달해 어느 정도 판단력이 있습니다.
스스로 계획을 세울 수 있고, 자기 의지로 결정하고 싶어 합니다. 실수나 실
패에 대해 스스로 평가할 수 있으며, 옳고 그른 것에 강한 반응을 보입니다."
137,"패에 대해 스스로 평가할 수 있으며, 옳고 그른 것에 강한 반응을 보입니다.
따라서 감정코칭을 할 때 더더욱 부모의 생각보다 아이의 의견을 존중해주
어야 합니다. 충분한 대화를 통해 스스로 옳고 그른 것을 판단하고 결정할
수 있도록 돕는 것이 최선입니다.
PART 5 성장 시기에 따라 아이를 대하는 방법도 달라야 한다 293
아합니다. 아이가 좋아하고 잘하는 것을 눈여겨보았다가 좋아하는 것부터 시
작하도록 합니다.
°
•
[놀이할 때 기억하세요
이 시기의 아이들은 오늘의 친구가 내일의 적이 되는 등 관계의 변화가 심한 편입니다.
토라지기도 잘하고 상처도 잘 받습니다. 또한 자아 개념이 또래 관계를 통해 형성되기도
하기 때문에 친구들과 어울려 노는 것이 매우 중요합니다. 어른들이 모르는 사소한 일로
도 경쟁하거나 질투하기 쉬운데, 감정코칭을 통해 아이가 자신과 타인의 감정을 이해하
고 대처 능력을 키워나가도록 지도합니다."
138,"고 대처 능력을 키워나가도록 지도합니다.
이 시기에는 다른 아이와 달라 보이는 것을 두려워합니다. 아이들에게 왕따를 당할까 봐
두려워하고, 놀림받는 것에 매우 민감합니다. 하지만 감정코칭으로 이 시기를 잘 넘기면
좀 더 안정적이고 다양한 또래 관계를 형성할 수 있습니다.
성교육을 유치원 때 이미 했을 수도 있지만, 이때쯤 다시 좀 더 구체적으로 몸과 연결해
설명해주면 쉽게 이해합니다. 아이들이 성에 대해 묻지 않는 것은 궁금하지 않아서가 아
니라 그런 것을 물으면 안 된다는 불문율을 암암리에 주입받았기 때문입니다. 하지만 성
에 대한 관심과 호기심은 나쁜 것이 아니며 부모에게 물어도 괜찮다고 말해주어 아이가
궁금한 것을 물어볼 수 있게 하고, 모르면 함께 책이나 인터넷을 찾아보기도 합니다. 연
구에 따르면, 스웨덴 아동은 만 7세에 아기가 어디에서 나오는지 알고, 영국 아이들은
평균 만 9세, 미국 아동은 평균 만 11세에 정확히 압니다. 이처럼 성에 대한 지식은 신체"
139,"발달보다는 문화의 영향을 더 받습니다.
다음은 친구로부터 놀림을 당해 속이 상해 울면서 복도로 뛰어나온 아이
를 감정코칭한 사례입니다. 이 시기의 아이들은 서로가 서로를 놀리면서 재
미있어 하기도 하고, 속상해하기도 합니다. 이때 친구들끼리 놀리면 안 된다
고 훈계하는 것보다 감정을 읽어주고 어떻게 하면 놀림을 당하지 않을지 스
스로 생각해보고 해결책을 찾도록 도와주는 것이 효과적입니다.
선생님: 민호가 화가 많이 났구나.
민호: 엉엉엉....
선생님: 민호가 속이 많이 상했나 보구나. 무슨 일로 이렇게 화가 많이 났을까?
민호: (아직도 분이 안 풀린 듯 훌쩍거리며) 내가 아무 짓도 하지 않았는데 성
우가 나보고 자꾸 바보라고 놀려서 속이 상해요.
선생님:그렇구나. 민호는 아무 짓도 하지 않았는데 성우가 자꾸 바보라고 놀
려서 속이 상하구나.
민호: (점점 울음을 그치며) 네.
선생님: 성우는 자주 오늘처럼 민호를 놀리니?
민호 : 네. 가끔씩 나를 바보라고 놀려요."
140,"민호 : 네. 가끔씩 나를 바보라고 놀려요.
선생님: 그렇구나. 민호가 공부를 못해서 그런 것 같구나. 민호는 공부가 싫
으니?
민호: 공부가 싫은 것은 아닌데, 잘 이해가 되지 않아요.
선생님: 그렇구나. 잘 이해가 되지 않는구나. 민호는 어떤 과목을 제일 좋아
하니?
민호: 국어요.
선생님:그렇구나. 국어 과목을 좋아하는구나. 선생님도 국어를 아주 좋아했
는데…. 그럼 다른 과목은?
민호: 수학은 어려워요.
선생님: 수학이 어렵구나 이해가 잘 되지 않을 때 민호는 어떻게 하니?
민호: 그냥 가만히 있어요.
선생님:그냥 가만히 있구나. 그냥 가만히 있으면 민호에게 도움이 되니?
민호: 아니요. 아무런 도움이 되지 않아요.
선생님: 그러면 이해되지 않는 부분에 대해서는 어떻게 하면 좋을까?
민호: 선생님께 질문을 해서 알아야 해요.
선생님: 그래, 그러면 되겠구나. “선생님, 이 부분이 잘 이해가 안 돼요. 다시
설명해주세요"" 하고 질문하면 되겠구나."
141,"설명해주세요"" 하고 질문하면 되겠구나.
선생님: 그렇구나. 가끔씩 놀리는구나. 그때마다 민호 기분은 어떠니?
민호 : 네
민호: 속상하고 화도 나요.
선생님: 속상하고 화도 나는구나.
민호 : 네
선생님: 무엇 때문에 성우는 민호를 바보라고 놀리는 것 같아?
민호: 제가 아마도 공부를 못해서 그런 것 같아요.
선생님: 민호가 수학도 잘하고 공부를 더 열심히 하면, 성우도 민호를 놀리지
않을 것 같은데.. 민호 생각은 어때?
민호 : 네, 맞아요.
선생님: 그런데 민호야. 만약 다음에 또 이런 일이 일어난다면, 민호는 화난
294
내 아이를 위한 감정코칭
PART5 성장 시기에 따라 아이를 대하는 방법도 달라야 한다 295
마음을 성우한테 어떻게 전달해서 성우가 민호를 놀리는 말을 하지
않도록 할 수 있을까?
민호: 제가 먼저 공부를 열심히 하고요. 성우가 또 놀리면 제가 성우에게 말을
할래요. 나한테 바보라고 하지 말라고요."
142,"할래요. 나한테 바보라고 하지 말라고요.
선생님:그러면 되겠구나. 성우한테 민호의 마음을 전달하면 되겠구나. 정직
하고 씩씩하게 너의 마음을 전달하면, 성우도 다시는 너를 바보라고
놀리지 않을 거야.
민호 : 네
선생님: 잘할 수 있을 거야. 민호야, 지금 기분은 어때?
민호: 좋아요.
초등 5~6학년, 불안정한 감정 따뜻하게 끌어안기
슬슬 반항이 시작되는 시기입니다. 어른들의 말을 따르기보다 자기 방식대
로 하고 싶어 하고 독립을 꿈꾸지만, 동시에 어른들의 관심과 지지를 기대하
는 이중성을 보입니다. 여전히 칭찬과 관심에 민감하면서도 부모와 교사의
한계가 어디까지인지 시험해보려고 일부러 말썽을 피우거나 삐딱하게 나가
기도 합니다. 어떤 얘기를 하든 다 알아요'로 일관해 어른들을 당혹스럽게
만들 때도 있습니다. 세상을 객관적으로 바라보는 시선이 생겨 어른들에게
비판적인 태도를 취하기도 합니다.
예전에는 몰랐던 어른들의 세계를 하나둘 알아가면서 어른이 된 듯한 느"
